date: 2018-11-27 ; title: 奉节县朱衣镇三塘村农村移民安置区精准帮扶项目中标结果公告 ; location: 奉节县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181127/a32908eb-f84e-4c86-9ca5-d8847f807d99.html
date: 2016-09-19 ; title: 酉阳县大水坝等5座小型水库项目勘察设计四标段  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160919/41053a72-eb43-4ce5-a799-5bcd2d46c4aa.html
date: 2016-09-19 ; title: 酉阳县大水坝等5座小型水库项目勘察设计五标段  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160919/c73dd08f-bbdc-4e8a-92dd-9380b1ad24bf.html
date: 2016-09-19 ; title: 重庆大学虎溪校区信息大楼设计招标 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160919/c82deb62-4f55-4f80-b958-531b906d31c7.html
date: 2016-09-19 ; title: 农业科技园区安置房（五期）工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160919/315e31df-90a7-447a-a21a-01792ab3d618.html
date: 2016-09-19 ; title: 白鹤咀生态景观提升工程（绿化部分） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160919/5934a3c3-a832-4b54-8934-a7eef066c15e.html
date: 2016-10-24 ; title: 重庆市观景口水利枢纽工程库区公路碾芦路复建工程施工监理  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161024/51e946e1-3faa-4280-a572-f74a56e11196.html
date: 2016-10-24 ; title: 重庆轨道交通六号线支线二期刘家院子站（不含）~复兴站（不含）土建结构工程招标 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161024/0c33d5f2-f412-46ec-a4aa-a6258445514f.html
date: 2016-10-24 ; title: 梁平污水处理厂二期扩建工程土建及安装调试工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161024/41150268-6011-46cd-bda5-279e06dd4093.html
date: 2016-10-21 ; title: 重庆市体育运动学校建设项目设计(第二次)  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161021/b2a521bd-cf9d-4128-97e7-f1781bc15714.html
date: 2016-10-21 ; title: 城口县任河防洪护岸工程施工  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161021/b674e4cd-e20f-4906-b8ba-c15cdabdb61f.html
date: 2016-10-21 ; title: 忠县餐厨垃圾处理工程项目设计招标  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161021/0d3802e0-11b1-470c-a749-613142bb5e3b.html
date: 2016-10-21 ; title: 罗汉寺天桥工程  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161021/dadd86f4-3d63-41ce-bbc4-09981ea6c8bd.html
date: 2016-10-21 ; title: 重庆市体育运动学校建设项目设计(第二次) ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161021/d265085f-b68d-4561-a70c-48a0af9e95d3.html
date: 2016-10-21 ; title: 重庆市江北城CBD区域江水源热泵集中供冷供热项目室外管网工程四标段  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161021/07d66e6c-3652-4a9e-976d-24024895f921.html
date: 2016-10-21 ; title: 重庆北部新区第二人民医院工程电梯及自动扶梯设备采购及安装项目 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161021/5705d3ab-9280-4729-a0ea-bd0f40b1b363.html
date: 2016-10-21 ; title: 忠县餐厨垃圾处理工程项目设计招标  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161021/d2f6bc12-4aa2-4e51-af2d-5f849ca6e463.html
date: 2016-10-21 ; title: 拟中标结果公示表 ; location: 綦江区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161021/0a473b1d-1fb3-41f6-9203-f872ff0c34ae.html
date: 2016-10-21 ; title: 丰都县委党校迁建项目设计招标中标结果公告 ; location: 丰都县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161021/c3595df5-65a3-40da-97b4-5b0cc651746a.html
date: 2016-10-20 ; title: 重庆市奉节县石岗乡石岗村滑坡、危岩应急抢险工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161020/4990a030-58c7-4212-9bad-1f1f605b3ff6.html
date: 2016-10-20 ; title: 黔江区罗家堡水库工程枢纽工程  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161020/85c1309b-2fe0-4770-9e43-75c1fb7f3d98.html
date: 2016-10-20 ; title: 重庆渝北至长寿高速公路（渝长高速公路扩能）项目施工监理（JL1合同段）  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161020/1ea31838-5455-4127-a10a-daa82c5121bd.html
date: 2016-10-20 ; title: 重庆渝北至长寿高速公路（渝长高速公路扩能）项目施工监理（JL2合同段）  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161020/688982d0-cca1-4af6-a617-f4580a5054cd.html
date: 2016-10-20 ; title: 重庆渝北至长寿高速公路（渝长高速公路扩能）项目施工监理（JL4合同段） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161020/3c9e5bf5-4123-4d6b-aee1-c311c77bbf66.html
date: 2016-09-27 ; title: 中国（重庆）西部农产品交易中心展览馆施工 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160927/996ed7bd-3f4f-49a3-b7ee-a503f642ef53.html
date: 2016-09-26 ; title: 重庆市第三垃圾焚烧发电厂项目景观绿化工程设计 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160926/2ddd7732-9a9f-4421-9bc0-119ef6616f46.html
date: 2016-09-26 ; title: 国家种质资源重庆柑橘圃建设项目（第二次） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160926/f72d6664-bb83-42f9-b694-0731d0711b11.html
date: 2016-09-26 ; title: S205垫武路鲁家冲至社坛路面改造工程 ; location: 丰都县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160926/bfdb63f9-f2e5-452f-b0bd-41259a5431b6.html
date: 2016-09-26 ; title: 丰都县仁沙镇杭家坪村土地整治项目（三）标段 ; location: 丰都县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160926/5206cab4-f576-434d-89e6-dd58d6b61ff7.html
date: 2016-09-26 ; title: 丰都县保合镇金盘等（2）个村土地整治项目（二标段） ; location: 丰都县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160926/1bf2f53a-82a5-4caf-ab9c-55c8206a4f37.html
date: 2016-09-26 ; title: 丰都县保合镇何家场居委土地整治项目（一）标段 ; location: 丰都县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160926/8f8a07f1-4d4e-4ffb-a8fc-95f932faf664.html
date: 2016-09-23 ; title: 渝北洛碛垃圾填埋场填埋库区清库土石方和垃圾坝工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160923/c8c6dd85-1650-47b8-b154-362032ff8b3e.html
date: 2016-09-23 ; title: 联东U谷5#地块平场工程  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160923/33897c49-1ed4-4125-8925-91bca6dd0888.html
date: 2016-09-23 ; title: 荣昌县北部新区次干道基础设施工程I标段 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160923/f1cc8bc6-d572-460c-b35a-147e1095808d.html
date: 2016-09-23 ; title: 白水处理综合利用环保技改工程中标结果公告 ; location: 丰都县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160923/35f311d0-2468-4962-9a68-d343e1f75018.html
date: 2016-09-23 ; title: 峰高街道峰直路改建工程拟中标结果公示表 ; location: 荣昌区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160923/3646f212-18b8-4dba-8bec-e327be135d0a.html
date: 2016-09-22 ; title: 长寿区桃花河干流石堰至葛兰段水体修复工程施工监理中标结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160922/18b8989f-3601-4c46-aaca-bfb129fc0270.html
date: 2016-09-22 ; title: 丰都县兴义镇铁厂坝、桐子撤并村等四条改建公路工程（二标段）中标结果公告 ; location: 丰都县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160922/8f323eb8-f432-4436-9f88-c15ff5922c57.html
date: 2016-09-22 ; title: 丰都县兴义镇铁厂坝、桐子撤并村等四条改建公路工程（一、二标段）中标结果公告 ; location: 丰都县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160922/df8e9ebf-ce5a-41f5-ab11-fd23a34dfeab.html
date: 2016-09-21 ; title: 奉节县生态工业园D区道路及场平工程（含管网）一期—A43、A45地块场平工程，C10、C13地块场平工程中标结果公示 ; location: 奉节县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160921/0ff81c7c-d519-4c27-92a1-d256c69b42c4.html
date: 2016-09-21 ; title: 长寿区2016年农村公路改造工程（邻封镇鸣焦路）结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160921/88f049c5-860e-4ba2-a859-0e1813be0e49.html
date: 2016-09-20 ; title: 嘉华大桥南延伸段二期工程-隔音屏工程  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20160920/899a0486-ac9e-4436-a06e-041e2e6da7d3.html
date: 2016-10-12 ; title: 火凤山停车场工程设计 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161012/32966199-1140-4150-b863-fac7deb960cd.html
date: 2016-10-12 ; title: 石柱县曹家湾水库（烟草援建水源工程）施工监理 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161012/a3302bae-f716-4dbf-ae37-7b3bbfa1a3a7.html
date: 2016-10-11 ; title: 重庆市石柱县2016年第二批国家水土保持重点建设工程龙河项目区龙河小流域 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161011/aba9dedd-1f40-4409-86dc-7628112d2a9f.html
date: 2016-10-11 ; title: 重庆城口（陕渝界）至开州高速公路1:500地形图测量项目（第二次） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161011/75105c9e-1447-4d4a-b45e-bac9f6aa0306.html
date: 2016-10-11 ; title: 南川区朱家岩水库（烟草援建水源工程）二标段  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161011/5f6ad1f6-318d-45a8-a13b-c135318aa202.html
date: 2016-10-11 ; title: 南川区朱家岩水库（烟草援建水源工程）一标段 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161011/188facd0-911b-4568-a081-1161cd6c286c.html
date: 2016-10-11 ; title: 北京现代汽车有限公司重庆分公司建设项目C标段（总装车间4#楼、排气检查间7#楼、质量中心8#楼、110KV变电站10#楼、传达室14#楼、加油站17#楼、门卫（1、3、4）15#楼）精装修工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161011/5fc4ad61-ed5a-4b59-8f13-4c7bdca1756d.html
date: 2016-10-11 ; title: 重庆两路寸滩保税港区贸易功能区基础设施建设项目（二标段）监理 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161011/168a9a57-57a4-46ed-9132-d1c8ca2ae777.html
date: 2016-10-11 ; title: 水土智能制造产业园项目（勘察） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161011/03576b6a-276c-44b6-8ca2-b108e119cd4f.html
date: 2016-10-11 ; title: 沙坪坝工业园青凤组团启动区土地整治项目施工监理一标段 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161011/b340720f-c54b-411d-b5de-e048cea003f7.html
date: 2016-10-11 ; title: 重庆城口（陕渝界）至开州高速公路1:500地形图测量项目（第二次） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161011/b4233bf5-55e6-4d62-9694-a7d4a2b0f17a.html
date: 2016-10-11 ; title: 丰都县梨子坪水库工程放空建筑工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161011/3825ef0e-623d-45a4-a9d7-2a2d67924a8a.html
date: 2016-10-11 ; title: 重庆市北碚职业教育中心综合教学楼工程中标结果公示 ; location: 北碚区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161011/1d8a2cfb-31ae-40a7-ac21-052eebb44251.html
date: 2016-10-10 ; title: 重庆市轨道交通十号线工程（建新东路～王家庄段）自动扶梯及垂直电梯系统设备采购及安装工程A标段 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161010/463237e8-d373-41a3-8dbe-4993e1be1a4d.html
date: 2016-10-10 ; title: 重庆市轨道交通十号线工程（建新东路～王家庄段）自动扶梯及垂直电梯系统设备采购及安装工程B标段 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161010/db0c3409-ad46-4aab-9925-2ca420e5eb65.html
date: 2016-10-10 ; title: 重庆市档案馆新馆项目土石方工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161010/f7e806b0-2df1-4913-8753-06980f00221f.html
date: 2016-10-10 ; title: 木洞特勤消防站工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161010/e631cdb3-085a-4417-b04a-10419fd92620.html
date: 2016-10-10 ; title: 重庆市西部供水工程虎溪片区二期供水工程（二阶段）第9标段第3包 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161010/b20a74cf-b345-421f-b876-1cd213d49554.html
date: 2016-10-20 ; title: 重庆渝北至长寿高速公路（渝长高速公路扩能）项目施工监理（JL3合同段） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161020/420fc07e-bf2f-4d52-afaa-a804f42c22d9.html
date: 2016-10-20 ; title: 重庆市巫山县抱龙河抱龙镇河段综合治理工程（水毁河段）（第二次） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161020/904a8b0e-3bb8-47f4-8506-4d65828de9eb.html
date: 2016-10-20 ; title: 重庆市万州区2016年坡耕地水土流失综合治理工程汝溪河项目区一标段 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161020/c760fac2-d2ce-43d1-ba91-434da6cbb895.html
date: 2016-10-20 ; title: 重庆市万州区2016年坡耕地水土流失综合治理工程汝溪河项目区三标段  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161020/09c9f810-e5fc-47cf-be33-d08549a3fc1a.html
date: 2016-10-20 ; title: 重庆大学生微企梦花园项目监理  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161020/6575a7b9-7bc6-4085-83b2-6175e3ab6412.html
date: 2016-10-20 ; title: 北部新区G5G6地块项目（D区）工程  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161020/c4d17879-7b76-40db-a220-e5a7e4cee957.html
date: 2016-10-20 ; title: 火车北站人行系统工程自动扶梯设备采购及安装工程  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161020/52c7812a-06f1-4257-b952-d5c4a6f3bffb.html
date: 2016-10-20 ; title: 北部新区公安分局“三侦”部门花朝园区7号楼办公场地室内装修和消防改造工程（第二次）施工招标  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161020/4bdb9b9d-6b4e-4360-9f89-e2a6c33dfb4b.html
date: 2016-10-19 ; title: 重庆港主城港区佛耳岩作业区二期工程陆域面层施工招标 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161019/2605e7cc-7987-491c-ab79-4b227deac6f6.html
date: 2016-10-19 ; title: 青山公司技术中心建设项目（二期）--自动变速器厂房建设监理招标（第二次）  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161019/92579235-e91b-4238-b316-6b117e5cf569.html
date: 2016-10-19 ; title: 西永综保B区外产业拓展区配套一期工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161019/c550bcaa-04a9-4365-bf87-f045da61b766.html
date: 2016-10-19 ; title: 海纳川重庆北京现代汽车零部件产业园一期项目监理 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161019/43edddae-94ba-4783-af28-10a15c11e9e9.html
date: 2016-10-19 ; title: 巫山县早阳新城早阳隧道及朱家坪隧道工程监理  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161019/24da08a9-1abb-4384-abde-f575272fc2d4.html
date: 2016-10-19 ; title: 花桥镇中心小学校安工程（教学综合楼）中标结果公示 ; location: 忠县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161019/df190b97-5e0c-44a5-84a8-6e01ba6bf589.html
date: 2016-10-19 ; title: 忠县人民医院感染性疾病病区工程中标结果公示 ; location: 忠县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161019/9dfa17f4-1fbe-4921-830e-0820e8262575.html
date: 2016-10-18 ; title: 九龙半岛综合管网及道路改造工程--黄桷坪正街道路及地下管网工程龙江路-龙吟支路段一标段  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161018/dec937b6-0f97-4e43-bcff-807f7555b4d1.html
date: 2016-10-18 ; title: 悦来会展公园智能系统工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161018/d74945eb-e77e-4c57-b169-c74aa5e72561.html
date: 2016-10-18 ; title: 大足区2016年农业水价综合改革试点项目 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161018/51e7ab44-cdb0-4a28-ad4b-75557f6dc6c5.html
date: 2016-10-10 ; title: 重庆市西部供水工程虎溪片区二期供水工程（二阶段）第9标段第4包(第二次)  ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161010/b1320650-08fa-44a0-a80c-f3e9b3a4f8fa.html
date: 2016-10-10 ; title: 云阳县第二人民医院扩建项目1#住院楼、2#职工周转宿舍工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161010/c887b8a8-ada9-4943-863b-df904df13f26.html
date: 2016-10-10 ; title: 重庆市建设工程中标通知书 ; location: 丰都县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161010/af685d21-03bf-4405-bf23-89ebd4f771ab.html
date: 2016-10-10 ; title: 重庆市建设工程中标通知书 ; location: 丰都县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20161010/738e32d4-983c-4d83-b38e-922290b8a3a0.html
